review_id,stars,text,food,ambience,service,price
EdLtoDFxxUiL-yaT3KNu4g,4,"Good environment, I ordered the famous meatloaf and it is large but a little bit salty. The waitress is not that friendly but overall I had a great experience.",1,1,1,0
oqsViseLh2tpKxxV3bEAcQ,4,"A local favorite, this hole in the wall serves home cooked food that does not disappoint.I orders two eggs over easy with bacon and rye toast.The food was cooked to order- hot, tasty and the bacon was thick, crisp and flavorful, just like I hoped it would be. 
 
 The waitstaff is very friendly and took great care of us.They chatted with everyone who came in and made them feel at home.
 
 One reminder if you go..... bring cash.No crest or debit cards taken here!",1,0,1,0
6BnQwlxRn7ZuWdzninM9sQ,3,"I love chinese food and I love mexican food. What can go wrong? A couple of things. First things first, this place is more of a ""rice bowl"" kind of place. I thought it was going to be more diverse as far as the menu goes, but its mainly rice bowls you get with different kinds of meats. The ordering was a little confusing at first, but one of the employees helped us out and I got the 2-item bowl and got the jade chicken and hengrenade chicken with all rice(jerk). I also ordered a jade chicken quesadilla on the side.
 
 I'm gonna admit, this place looks kinda dirty. I don't think Arizona uses those health department letter grade system like California does, but if I were to just judge by how it looked inside, i'd give it a ""C"" grade lol. We waited for about 15 minutes or so and finally got our food. We took it to go and ate at our hotel room.
 
 Mmmm... the food was just alright. The jade chicken was nothing special. It tasted like any generic chinese fast food orange chicken/sesame chicken variant. The hengrenade chicken, although was the less spicier version of the jerk chicken, was still pretty spicy for me. Just be warned the jerk chicken is super spicy. If you aren't sure, ask for a sample at the restaurant before ordering, but it was way too spicy for me.
 
 The jade chicken quesadilla was decent, but nothing special. Just imagine orange chicken in between a tortilla and cheese. A friend of mine ordered a jade chicken burrito and we were confused when we pulled it out of the bag because it was literally the size of Mcdonald's apple pie. If you order the burrito, be warned that it's a burrito for gnomes and smurfs, but he said it was tasty.
 
 They provide a snicker doodle sugar cookie for each meal and it was decent, again nothing special.
 
 Not gonna lie, the next day my stomach felt like a little mexican dude and chinese dude were wrestling and throwing molotov cocktails inside. I used the bathroom like 5 times. I don't recommend eating this place if you have a lot to do the next day.",1,1,1,0
TFfoC8UJzvQ96abwA7I9wQ,5,"Good, clean place to get a mani/ pedi. The two came to $39 with tax and they did a great job of both. TVs all over so you can watch tv and freindly staff. 

Will be going back for my next mani/pedi.

**** UPDATE*****

The great manicure that I got here lasted all the way through my vacation to Mexico without  so much as a chip! This was a regular manicure and not done with shellac.

Only now, after two days back to work and polishing mad silverware, is it starting to chip. I'm upping the stars from my former 4 to 5.

Very impressed and will be returning with friends :)",1,0,1,1
slWKNylDacmBn7Dq5pbZcQ,1,"Please do not eat at this place, I'm scared of this food. The worst part is the service and the trashy, anti-family, anti-american atmosphere. Please stay away",1,1,1,0
_AhOP3lL4IRMZglsd-luZQ,4,"Came in because our Toronto friends insisted on drinking some ""gator bait"" before we left to go home. This place screams New Orleans to me, and the service is friendly just like the south. We sat at the bar and drank and we were able to see them shuck oysters right in front of us, pretty cool. 

Didn't try the food but the menu looked tasty, will try it when we are back in town. But the ""gator bait"" drink was delicious!",1,0,1,0
XAm4_-lUxzF_Y449cWMHLQ,1,"Th service here is very hit or miss... Sometimes the staff is personable and attentive. Other times I ask myself, ""Why do I come here???"" The staff often has the""GTFOH"" stamp placed permanently across their foreheads, and we as patrons just have to go with it, otherwise we are deemed ""that guy.""I would say that my continuos visits were for the great HH, but there are several other options close to home, with the same food and drink options for me to choose from. I think today may be last visit...",1,0,1,0
lDJIaF4eYRF4F7g6Zb9euw,4,"I used to work food service and my manager at the time recommended I try Defalco's. He knows food well so I was excited to try one of his favorites spots.
 
 This place is really, really good. Lot of authentic Italian choices and they even have a grocery section with tons of legit Italian goodies. I had a Chicken Parmigiana sandwich that was to die for. Anytime my ex-manager comes back to town (he left for Vegas and I think he misses Defalco's more than anything else in the valley), he is sure to stop by and grab his favorite grub.
 
 Parking is a bit tricky during busy hours and the wait times for food can get a bit long, so I recommend calling your order ahead of time (unless you want to take a look around while you wait, first-timers).",1,0,1,0
irZrJTjx9PjXfeV7E1eOIg,5,"Too much food and not good for diabetics the food is delicious.  Just had a spread of the waffle, protein omelette, veggie omelette, brioche french toast and chicken and waffles between 6 of us.  Oh left off apple pancakes.  All great and Tracee was the best waitress. She leads a great happy birthday too.",1,0,1,0
4PKiLkFTff9HK44QkOo6vA,4,"Heard about this place and was dying to check it put-and I'm very glad I did! Decent beer selection and kind of a hipster vibe, but $8 for a loaded hot dog and tater tots has got to be one of the best deals in town. Tons of unique toppings to pick from and delicious dipping sauces for tots (secret fry sauce was my fav). We were there early and had no problem getting a seat at the bar, but I can see how during prime time or when live music is on how it could be kind of tight. If you're going for the food is get there earlyu because that loaded dog would have been super hard to eat while standing.",1,1,0,1
0Nfq1Yz9QdAVGHqmLrav8Q,1,"I e-mailed head office months ago about a lousy experience at their Yonge & College Street location and never received a response. Was never a huge fan to begin with but that confirmed things for me. 

Oh, and the Cobb salad doesn't have chicken in it anymore...what a rip off!",1,0,1,0
